,timestamp,deposits_value,mortgage_value,bandwidth_sports,overdue_wages_per_cap,income_per_cap,invest_fixed_capital_per_cap,apartment_build,gdp_quart,gdp_annual,fixed_basket
19,2010-01-20,7484970,142968,349902.57776560786,12865.0,30789.2,63932.0,22825.0,16993.230075187686,38807.2,11443.63
20,2010-01-21,7484970,142968,349902.57776560786,12865.0,30789.2,63932.0,22825.0,16993.230075187686,38807.2,11443.63
21,2010-01-22,7484970,142968,349902.57776560786,12865.0,30789.2,63932.0,22825.0,16993.230075187686,38807.2,11443.63
22,2010-01-23,7484970,142968,349902.57776560786,12865.0,30789.2,63932.0,22825.0,16993.230075187686,38807.2,11443.63
23,2010-01-24,7484970,142968,349902.57776560786,12865.0,30789.2,63932.0,22825.0,16993.230075187686,38807.2,11443.63
24,2010-01-25,7484970,142968,349902.57776560786,12865.0,30789.2,63932.0,22825.0,16993.230075187686,38807.2,11443.63
25,2010-01-26,7484970,142968,349902.57776560786,12865.0,30789.2,63932.0,22825.0,16993.230075187686,38807.2,11443.63
26,2010-01-27,7484970,142968,349902.57776560786,12865.0,30789.2,63932.0,22825.0,16993.230075187686,38807.2,11443.63
27,2010-01-28,7484970,142968,349902.57776560786,12865.0,30789.2,63932.0,22825.0,16993.230075187686,38807.2,11443.63
28,2010-01-29,7484970,142968,349902.57776560786,12865.0,30789.2,63932.0,22825.0,16993.230075187686,38807.2,11443.63
29,2010-01-30,7484970,142968,349902.57776560786,12865.0,30789.2,63932.0,22825.0,16993.230075187686,38807.2,11443.63
30,2010-01-31,7484970,142968,349902.57776560786,12865.0,30789.2,63932.0,22825.0,16993.230075187686,38807.2,11443.63
31,2010-02-01,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
32,2010-02-02,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
33,2010-02-03,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
34,2010-02-04,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
35,2010-02-05,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
36,2010-02-06,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
37,2010-02-07,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
38,2010-02-08,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
39,2010-02-09,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
40,2010-02-10,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
41,2010-02-11,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
42,2010-02-12,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
43,2010-02-13,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
44,2010-02-14,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
45,2010-02-15,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
46,2010-02-16,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
47,2010-02-17,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
48,2010-02-18,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
49,2010-02-19,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
50,2010-02-20,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
51,2010-02-21,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
52,2010-02-22,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
53,2010-02-23,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
54,2010-02-24,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
55,2010-02-25,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
56,2010-02-26,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
57,2010-02-27,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
58,2010-02-28,7502586,8016,349902.57776560786,12865.0,42083.2,63932.0,22825.0,16993.230075187686,38807.2,11524.14
59,2010-03-01,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
60,2010-03-02,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
61,2010-03-03,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
62,2010-03-04,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
63,2010-03-05,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
64,2010-03-06,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
65,2010-03-07,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
66,2010-03-08,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
67,2010-03-09,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
68,2010-03-10,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
69,2010-03-11,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
70,2010-03-12,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
71,2010-03-13,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
72,2010-03-14,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
73,2010-03-15,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
74,2010-03-16,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
75,2010-03-17,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
76,2010-03-18,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
77,2010-03-19,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
78,2010-03-20,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
79,2010-03-21,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
80,2010-03-22,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
81,2010-03-23,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
82,2010-03-24,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
83,2010-03-25,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
84,2010-03-26,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
85,2010-03-27,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
86,2010-03-28,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
87,2010-03-29,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
88,2010-03-30,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
89,2010-03-31,7671661,23154,349902.57776560786,12865.0,40617.7,63932.0,22825.0,16993.230075187686,38807.2,11577.71
90,2010-04-01,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
91,2010-04-02,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
92,2010-04-03,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
93,2010-04-04,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
94,2010-04-05,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
95,2010-04-06,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
96,2010-04-07,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
97,2010-04-08,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
98,2010-04-09,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
99,2010-04-10,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
100,2010-04-11,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
101,2010-04-12,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
102,2010-04-13,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
103,2010-04-14,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
104,2010-04-15,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
105,2010-04-16,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
106,2010-04-17,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
107,2010-04-18,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
108,2010-04-19,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
109,2010-04-20,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
110,2010-04-21,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
111,2010-04-22,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
112,2010-04-23,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
113,2010-04-24,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
114,2010-04-25,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
115,2010-04-26,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
116,2010-04-27,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
117,2010-04-28,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
118,2010-04-29,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
119,2010-04-30,7797699,46163,349902.57776560786,12865.0,49346.7,63932.0,22825.0,9995.8,38807.2,11626.99
120,2010-05-01,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
121,2010-05-02,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
122,2010-05-03,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
123,2010-05-04,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
124,2010-05-05,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
125,2010-05-06,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
126,2010-05-07,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
127,2010-05-08,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
128,2010-05-09,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
129,2010-05-10,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
130,2010-05-11,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
131,2010-05-12,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
132,2010-05-13,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
133,2010-05-14,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
134,2010-05-15,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
135,2010-05-16,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
136,2010-05-17,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
137,2010-05-18,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
138,2010-05-19,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
139,2010-05-20,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
140,2010-05-21,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
141,2010-05-22,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
142,2010-05-23,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
143,2010-05-24,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
144,2010-05-25,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
145,2010-05-26,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
146,2010-05-27,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
147,2010-05-28,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
148,2010-05-29,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
149,2010-05-30,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
150,2010-05-31,8037359,72265,349902.57776560786,12865.0,43554.0,63932.0,22825.0,9995.8,38807.2,11702.15
151,2010-06-01,8176045,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
152,2010-06-02,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
153,2010-06-03,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
154,2010-06-04,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
155,2010-06-05,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
156,2010-06-06,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
157,2010-06-07,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
158,2010-06-08,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
159,2010-06-09,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
160,2010-06-10,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
161,2010-06-11,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
162,2010-06-12,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
163,2010-06-13,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
164,2010-06-14,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
165,2010-06-15,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
166,2010-06-16,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
167,2010-06-17,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
168,2010-06-18,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
169,2010-06-19,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
170,2010-06-20,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
171,2010-06-21,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
172,2010-06-22,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
173,2010-06-23,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
174,2010-06-24,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
175,2010-06-25,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
176,2010-06-26,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
177,2010-06-27,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
178,2010-06-28,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
179,2010-06-29,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
180,2010-06-30,8879272,97227,349902.57776560786,12865.0,45069.3,63932.0,22825.0,9995.8,38807.2,11732.33
181,2010-07-01,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
182,2010-07-02,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
183,2010-07-03,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
184,2010-07-04,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
185,2010-07-05,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
186,2010-07-06,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
187,2010-07-07,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
188,2010-07-08,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
189,2010-07-09,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
190,2010-07-10,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
191,2010-07-11,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
192,2010-07-12,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
193,2010-07-13,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
194,2010-07-14,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
195,2010-07-15,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
196,2010-07-16,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
197,2010-07-17,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
198,2010-07-18,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
199,2010-07-19,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
200,2010-07-20,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
201,2010-07-21,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
202,2010-07-22,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
203,2010-07-23,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
204,2010-07-24,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
205,2010-07-25,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
206,2010-07-26,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
207,2010-07-27,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
208,2010-07-28,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
209,2010-07-29,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
210,2010-07-30,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
211,2010-07-31,8879272,125900,349902.57776560786,12865.0,45044.9,63932.0,22825.0,10977.0,38807.2,11708.46
212,2010-08-01,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
213,2010-08-02,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
214,2010-08-03,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
215,2010-08-04,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
216,2010-08-05,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
217,2010-08-06,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
218,2010-08-07,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
219,2010-08-08,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
220,2010-08-09,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
221,2010-08-10,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
222,2010-08-11,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
223,2010-08-12,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
224,2010-08-13,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
225,2010-08-14,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
226,2010-08-15,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
227,2010-08-16,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
228,2010-08-17,8879272,157548,349902.57776560786,12865.0,37027.9,63932.0,22825.0,10977.0,38807.2,11814.03
